Birkenrinde	n	die Birkenrinde	birch bark	берёзовая кора
Baumstämmen	n	der Baumstamm	tree trunk	ствол дерева
unaufhörlich	adv	unaufhörlich	incessantly, continually	непрерывно
Abdeckung	n	die Abdeckung	covering, lid	покрытие
teilgenommen	v	teilnehmen	participated	участвовал
festzustellen	v	feststellen	to establish, to determine	установить
zubereitet	v	zubereiten	prepared	приготовил
befestigt	v	befestigen	fastened, secured	закреплен
hübschen	adj	hübsch	pretty, attractive	красивый
vorsorglich	adv	vorsorglich	precautionary, as a precaution	предусмотрительно
ermöglichte	v	ermöglichen	enabled, made possible	позволил
Nu	n	das Nu	twinkling of an eye, instant	миг
Tunnel	n	der Tunnel	tunnel	тоннель
Meeres	n	das Meer	of the sea	моря
Urlauber	n	der Urlauber	vacationer, tourist	отпускник
Gesichtszügen	n	der Gesichtszug	facial features	черты лица
irgendwohin	adv	irgendwohin	somewhere, anywhere	куда-нибудь
währte	v	währen	lasted	длился
Beerdigung	n	die Beerdigung	funeral, burial	похороны
zurückkehrten	v	zurückkehren	returned	вернулись
Industrialisierung	n	die Industrialisierung	industrialization	индустриализация
entzog	v	entziehen	withdrew, deprived	отнял
Geiste	n	der Geist	spirit, mind	дух
Hunderttausende	n	die Hunderttausend	hundred thousand	сотни тысяч
Kulaken	n	der Kulak	kulak (wealthy peasant)	кулак
aufkommen	v	aufkommen	emerge, arise	возникать
Mathilde	name	Mathilde	Mathilda	Матильда
umarmt	v	umarmen	embraced	обнял
abzulegen	v	ablegen	to take off, to discard	снять
familiären	adj	familiär	familiar, family	семейный
Schuljahr	n	das Schuljahr	school year	учебный год
Hausherr	n	der Hausherr	master of the house	хозяин дома
Erscheinungsbild	n	das Erscheinungsbild	appearance	внешний вид
Schneider	n	der Schneider	tailor	портной
gefürchtet	v	fürchten	feared	боялись
Ähren	n	die Ähre	ear of grain	колос
lächelnden	adj	lächelnd	smiling	улыбающийся
Banner	n	das Banner	banner, flag	знамя
Wellen	n	die Welle	wave	волна
füllten	v	füllen	filled	наполнили
drehen	v	drehen	to turn, to rotate	вращать
glitt	v	gleiten	glided, slid	скользил
Rundfunkempfänger	n	der Rundfunkempfänger	radio receiver	приёмник
bereute	v	bereuen	regretted	раскаялся
herbei	adv	herbei	hither, here	сюда
unglückseligen	adj	unglückselig	unfortunate, wretched	несчастный
Foyer	n	das Foyer	foyer, lobby	фойе
bezeichnete	v	bezeichnen	designated, called	обозначил
reichten	v	reichen	reached, handed	протягивали
Öl	n	das Öl	oil	масло
schießen	v	schießen	to shoot	стрелять
Verfassung	n	die Verfassung	constitution	конституция
zitieren	v	zitieren	to quote, to cite	цитировать
gesamtes	adj	gesamt	entire, whole	весь
Familienangehörigen	n	der Familienangehörige	family member	член семьи
verfallenen	adj	verfallen	dilapidated, decayed	разрушенный
durchhalten	v	durchhalten	to persevere, to hold out	выдержать
wieviel	adv	wieviel	how much	сколько
liege	v	liegen	lie, be situated	лежу
Tapeten	n	die Tapete	wallpaper	обои
Wirtsleute	n	der Wirt	innkeeper, landlord	хозяин
Steinen	n	der Stein	stone	камень
schämen	v	schämen	to be ashamed	стыдиться
getreten	v	treten	stepped, trod	ступал
Gläser	n	das Glas	glass	стакан
Errungenschaften	n	die Errungenschaft	achievement, accomplishment	достижение
Enthusiasmus	n	der Enthusiasmus	enthusiasm	энтузиазм
Lebensunterhalt	n	der Lebensunterhalt	livelihood, living	средства к существованию
einstweilen	adv	einstweilen	for the time being, meanwhile	пока
schuf	v	schaffen	created	создал
Anstand	n	der Anstand	decorum, propriety	приличие
reparieren	v	reparieren	to repair	чинить
abgegrenzt	adj	abgegrenzt	delimited, circumscribed	ограниченный
Tintenfass	n	das Tintenfass	inkwell	чернильница
erneuten	adj	erneuert	renewed	обновленный
Unterrichtsstunde	n	die Unterrichtsstunde	lesson, class period	урок
zwangen	v	zwingen	forced	заставили
teilzunehmen	v	teilnehmen	to participate	участвовать
Winters	n	der Winter	winter	зима
klebten	v	kleben	glued, stuck	приклеивали
erforderte	v	erfordern	required	требовал
dichter	adj	dicht	denser, thicker	гуще
Fäusten	n	die Faust	fist	кулак
Ratschläge	n	der Ratschlag	advice, counsel	совет
Vorschläge	n	der Vorschlag	suggestion, proposal	предложение
nebenbei	adv	nebenbei	incidentally, by the way	кстати
Stationen	n	die Station	station	станция
Amtszimmer	n	das Amtszimmer	office	кабинет
Fächern	n	das Fach	subject, field	предмет
ernsthafter	adj	ernst	more serious	серьёзнее
düstere	adj	düster	dark, gloomy	мрачный
faschistische	adj	faschistisch	fascist	фашистский
Italien	name	Italien	Italy	Италия
erörtert	v	erörtern	discussed, debated	обсудил
Sowjetmenschen	n	der Sowjetmensch	Soviet person	советский человек
Niederlage	n	die Niederlage	defeat	поражение
Feind	n	der Feind	enemy	враг
Traditionen	n	die Tradition	tradition	традиция
Handflächen	n	die Handfläche	palm of hand	ладонь
Überlegenheit	n	die Überlegenheit	superiority	превосходство
diskutierten	v	diskutieren	discussed	обсуждали
badeten	v	baden	bathed, swam	купались
mangelte	v	mangeln	lacked, was lacking	не хватало
Schallplatten	n	die Schallplatte	record, vinyl	пластинка
hochgewachsen	adj	hochgewachsen	tall, of tall stature	высокий
Groll	n	der Groll	grudge, resentment	злоба
Empfindungen	n	die Empfindung	feeling, sensation	чувство
Traktoren	n	der Traktor	tractor	трактор
Scherze	n	der Scherz	joke, jest	шутка
Kurse	n	der Kurs	course	курс
relativ	adv	relativ	relatively	относительно
Fähigkeiten	n	die Fähigkeit	ability, capability	способность
ernsthaften	adj	ernst	serious	серьёзный
Eifer	n	der Eifer	zeal, eagerness	рвение
polnische	adj	polnisch	Polish	польский
jeglichen	adj	jeglicher	any, each	любой
Abgabe	n	die Abgabe	tax, duty	налог
einzuschreiben	v	einschreiben	to enroll, to register	записать
Überfluss	n	der Überfluss	abundance, excess	изобилие
Machorka	n	die Machorka	Machorka (tobacco)	махорка
umher	adv	umher	about, around	вокруг
spärlich	adj	spärlich	scanty, sparse	скудный
Lusja	name	Lusja	Lusya	Люся
Eigenschaften	n	die Eigenschaft	property, quality	свойство
entgehen	v	entgehen	to escape, to elude	избежать
durchnässte	v	durchnässen	soaked, drenched	промочил
schmutzigen	adj	schmutzig	dirty	грязный
Theoreme	n	das Theorem	theorem	теорема
wendete	v	wenden	turned	обернулся
schäme	v	schämen	am ashamed	стыжусь
Objekte	n	das Objekt	object	объект
verpflichtet	adj	verpflichtet	obliged, required	обязан
Seminare	n	das Seminar	seminar	семинар
Studiengruppe	n	die Studiengruppe	study group	учебная группа
Inessa	name	Inessa	Inessa	Инесса
schwarzhaarig	adj	schwarzhaarig	black-haired	чёрноволосый
Tanzfläche	n	die Tanzfläche	dance floor	танцевальная площадка
literarischen	adj	literarisch	literary	литературный
Faina	name	Faina	Faina	Фаина
Poesie	n	die Poesie	poetry	поэзия
abgehalten	v	abhalten	held, conducted	провел
durchlaufen	v	durchlaufen	to pass through	пройти
Tambower	name	Tambower	(from Tambov)	тамбовец
Mitreisenden	n	der Mitreisende	fellow traveler	попутчик
Proviant	n	der Proviant	provisions	провизия
Unmöglichkeit	n	die Unmöglichkeit	impossibility	невозможность
Sowjet	n	der Sowjet	Soviet	советский
Maßnahme	n	die Maßnahme	measure, action	мера
Präsidium	n	das Präsidium	presidium, board	президиум
Gesetzen	n	das Gesetz	law	закон
Gebiete	n	das Gebiet	region, area	область
einrichten	v	einrichten	to set up, to furnish	учредить
durchzuführen	v	durchführen	to carry out, to execute	провести
Güterwaggons	n	der Güterwagon	freight car	грузовой вагон
Säuglinge	n	der Säugling	infant, baby	младенец
verpflegt	v	verpflegen	supplied provisions, fed	снабдил
Zelten	n	das Zelt	tent	палатка
Betreuung	n	die Betreuung	care, supervision	уход
unbegründet	adj	unbegründet	unfounded, unsubstantiated	необоснованный
zugegeben	v	zugeben	admitted, conceded	признал
Feindseligkeit	n	die Feindseligkeit	hostility	враждебность
umziehen	v	umziehen	to move house, to change clothes	переехать
formierte	v	formieren	formed	сформировал
Kagan	name	Kagan	Kagan	Каган
Kursus	n	der Kursus	course	курс
aufzuheben	v	aufheben	to abolish, to cancel	отменить
versetzen	v	versetzen	to move, to transfer	перевести
Jakowlew	name	Jakowlew	Yakovlev	Яковлев
