geräucherte	adj	geräuchert	smoked	копченый
Würste	n	die Wurst	sausages	колбасы
Roquefort	name	Roquefort	Roquefort	Рокфор
Köstlichkeiten	n	die Köstlichkeit	delicacies	деликатесы
verwöhnen	v	verwöhnen	pamper	баловать
weggeräumt	v	wegräumen	cleared away	убрать
verschimmelt	adj	verschimmelt	moldy	покрытый плесенью
Ekelhaft	adj	ekelhaft	disgusting	отвратительный
unaufgeklärte	adj	unaufgeklärt	unexplained	необъясненный
Bastarde	n	der Bastard	bastards	бастарды
ekelhafte	adj	ekelhaft	disgusting	отвратительный
Katscha	name	Katscha	Katscha	Катша
seriös	adj	seriös	serious	серьезный
Prüfungssession	n	die Prüfungssession	exam session	экзаменационная сессия
Nowikowa	name	Nowikowa	Nowikowa	Новикова
Chemiestudentin	n	die Chemiestudentin	chemistry student	студентка химии
drittes	adj	dritter	third	третий
rundlich	adj	rundlich	rotund	полноватый
Klassenkameradinnen	n	die Klassenkameradin	classmate girls	одноклассницы
liebst	v	lieben	love	любишь
Unsinnigkeit	n	die Unsinnigkeit	absurdity	нелепость
Sportlager	n	das Sportlager	sports camp	спортивный лагерь
Asowschen	adj	asowsch	Azov	азовский
Vitja	name	Vitja	Vitja	Витя
mästen	v	mästen	fatten	откармливать
Gänse	n	die Gans	geese	гуси
Enten	n	die Ente	ducks	утки
zurückließ	v	zurücklassen	left behind	оставил
aufzupäppeln	v	aufpäppeln	nurse back to health	выхаживать
Fortschritte	n	der Fortschritt	progress	прогресс
Nachhilfelehrers	n	der Nachhilfelehrer	tutor	репетитор
Haarschnitt	n	der Haarschnitt	haircut	стрижка
Kompromiss	n	der Kompromiss	compromise	компромисс
entpuppte	v	entpuppen	turned out	оказался
tapferer	adj	tapfer	brave	храбрый
Kämpfer	n	der Kämpfer	fighter	боец
entlangzulaufen	v	entlanglaufen	run along	бежать рядом
fasst	v	fassen	grasp	схватить
packt	v	packen	pack	упаковать
Zina	name	Zina	Zina	Зина
Tanzveranstaltungen	n	die Tanzveranstaltung	dance events	танцевальные вечера
Sportzentrum	n	das Sportzentrum	sports center	спортивный центр
eintragen	v	eintragen	enter	вносить
vollenden	v	vollenden	complete	завершить
Raissa	name	Raissa	Raissa	Раиса
zurückkommen	v	zurückkommen	come back	вернуться
aufräumten	v	aufräumen	cleaned up	прибирали
Verärgerung	n	die Verärgerung	annoyance	раздражение
sparte	v	sparen	saved	сэкономил
Flitterwochen	n	die Flitterwoche	honeymoon	медовый месяц
zonale	adj	zonal	zonal	зональный
Mittelsibirischen	adj	mittelsibirisch	central Siberian	среднесибирский
repräsentativ	adj	repräsentativ	representative	представительный
Themenkreise	n	der Themenkreis	topics	тематические круги
Organisationskomitees	n	das Organisationskomitee	organizing committee	организационный комитет
Ogni	name	Ogni	Ogni	Огни
Jenisseja	name	Jenisseja	Yenisei	Енисей
Befreit	v	befreien	liberated	освобожденный
Familienproblemen	n	das Familienproblem	family problems	семейные проблемы
zurücklassend	v	zurücklassen	leaving behind	оставляя
Dreißigjährige	adj	dreißigjährig	thirty-year-old	тридцатилетний
Hotels	n	das Hotel	hotels	отели
Jelins	name	Jelins	Jelins	Елины
Flussstation	n	die Flussstation	river station	речная станция
Abendlicht	n	das Abendlicht	evening light	вечерний свет
erstrahlte	v	erstrahlen	shone	сияло
Diplomarbeit	n	die Diplomarbeit	thesis	дипломная работа
Demonstrationszwecke	n	der Demonstrationszweck	demonstration purposes	цели демонстрации
charmante	adj	charmant	charming	очаровательный
kurzhaarige	adj	kurzharig	short-haired	коротковолосый
Universitätsabschluss	n	der Universitätsabschluss	university degree	университетский диплом
endliche	adj	endlich	final	конечный
Akademgorodok	name	Akademgorodok	Akademgorodok	Академгородок
Abitur	n	das Abitur	high school graduation	аттестат зрелости
Mathematikabteilung	n	die Mathematikabteilung	math department	математический факультет
Finanzen	n	die Finanzen	finances	финансы
Staupe	n	die Staupe	distemper	чумка
Penicillin	n	das Penicillin	penicillin	пенициллин
Tierarzt	n	der Tierarzt	veterinarian	ветеринар
