pflügen	v	pflügen	plow	пахать
behindert	adj	behindert	disabled	инвалид
offener	adj	offen	more open	открытый
Abstimmung	n	die Abstimmung	vote	голосование
Beisitzer	n	der Beisitzer	assessor	заседатель
vernünftige	adj	vernünftig	sensible	разумный
auskannten	v	auskennen	knew well	знал хорошо
aufsuchen	v	aufsuchen	seek out	разыскивать
Hochzeiten	n	die Hochzeit	weddings	свадьбы
eingehalten	v	einhalten	maintained	придерживался
Augenmerk	n	das Augenmerk	attention	внимание
erahnten	v	erahnen	sensed	предчувствовали
Überraschungen	n	die Überraschung	surprises	сюрпризы
überflutete	v	überfluten	flooded	затопила
stürmisch	adj	stürmisch	stormy	бурный
Unterkünfte	n	die Unterkunft	accommodations	жилище
Überschwemmung	n	die Überschwemmung	flood	наводнение
Räuber	n	der Räuber	robbers	разбойники
astrachaner	adj	astrachaner	Astrakhan	астраханский
Nächtliche	adj	nächtlich	nocturnal	ночной
plünderten	v	plündern	plundered	грабили
Plünderer	n	der Plünderer	plunderers	мародёры
Herden	n	die Herde	herds	стада
überfielen	v	überfallen	attacked	нападали
verübt	v	verüben	committed	совершали
bestehende	adj	bestehend	existing	существующий
Einbringen	n	das Einbringen	bringing in	вывоз
Großteil	n	der Großteil	majority	большая часть
Oberlauf	n	der Oberlauf	upper course	верхнее течение
beging	v	begehen	committed	совершил
Unterdrückung	n	die Unterdrückung	oppression	угнетение
heißer	adj	heiß	hot	горячий
blanken	adj	blank	bare	блестящий
nächstgelegenen	adj	nächstgelegen	nearest	ближайший
Abendgebet	n	das Abendgebet	evening prayer	вечерняя молитва
Rasend	adj	rasend	raging	бешено
befreiten	v	befreien	liberated	освобождали
Artgenossen	n	der Artgenosse	kindred spirits	соотечественники
unversehrt	adj	unversehrt	unharmed	невредимый
Scharen	n	die Schar	throngs	толпы
Katharinenstadt	name	Katharinenstadt	Saratov	Марксштадт
vollendet	v	vollenden	completed	завершил
annähernd	adv	annähernd	approximately	приблизительно
unruhig	adj	unruhig	restless	беспокойный
Truppenteile	n	der Truppen­teil	military units	воинские части
Erdwälle	n	der Erdwall	earthworks	земляные валы
aufgegriffen	v	aufgreifen	seized	схватили
Todesrate	n	die Todesrate	death rate	смертность
gekämmten	adj	gekämmt	combed	причесанный
ferner	adv	fern	furthermore	далее
Gesangbuch	n	das Gesangbuch	hymnal	гимнарий
hütete	v	hüten	guarded	охранял
trüben	v	trüben	cloudy	мутный
erzwungenen	adj	erzwungen	forced	принудительный
Morgenstunden	n	die Morgenstunde	morning hours	утренние часы
Equipagen	n	die Equipage	carriages	экипажи
gebauter	adj	gebaut	built	построенный
festgemacht	v	festmachen	fastened	закрепил
Manufakturwaren	n	die Manufakturware	manufactured goods	фабричные товары
wohlhabendere	adj	wohlhabend	more wealthy	более обеспеченный
signifikante	adj	signifikant	significant	значительный
Unterhalt	n	der Unterhalt	livelihood	содержание
gediegene	adj	gediegen	solid	полновесный
anbauten	v	anbauen	grew	выращивали
Anbau	n	der Anbau	cultivation	выращивание
Kaufleute	n	der Kaufmann	merchants	купцы
halbseidene	adj	halbseiden	half-silk	полушелковый
Tücher	n	das Tuch	cloths	ткани
Seife	n	die Seife	soap	мыло
Sarpinka	name	Sarpinka	Sarpinka	Сарпинка
Bodenzuteilung	n	die Bodenzuteilung	land allotment	земельный надел
gewerbliche	adj	gewerblich	commercial	коммерческий
zurückgelassenes	adj	zurückgelassen	left behind	оставленный
lutherische	adj	lutherisch	Lutheran	лютеранский
Dialekt	n	der Dialekt	dialect	диалект
orthodoxen	adj	orthodox	Orthodox	православный
erwirkten	v	erwirken	obtained	добились
Belange	n	die Belange	interests	интересы
begreiflich	adj	begreiflich	understandable	понятный
erziehen	v	erziehen	educate	воспитывать
hingewiesen	v	hinweisen	pointed out	указал
Spazierengehen	n	das Spazierengehen	strolling	прогулка
Bestrafung	n	die Bestrafung	punishment	наказание
Migration	n	die Migration	migration	миграция
missbrauchten	v	missbrauchen	abused	насиловали
Festtagen	n	der Festtag	feast days	праздничные дни
anzutreffen	v	antreffen	find	встречать
Minich	name	Minich	Minich	Миних
größtenteils	adv	großteils	largely	в основном
primitiven	adj	primitiv	primitive	примитивный
Zeitliche	adj	zeitlich	temporal	временный
Vermächtnis	n	das Vermächtnis	legacy	завещание
Schulmeister	n	der Schulmeister	schoolmaster	школьный учитель
Schiller	name	Schiller	Schiller	Шиллер
Goethe	name	Goethe	Goethe	Гёте
Übersetzer	n	der Übersetzer	translator	переводчик
Zeitgenossen	n	der Zeitgenosse	contemporaries	современники
wissenschaftlicher	adj	wissenschaftlich	scientific	научный
Aufteilung	n	die Aufteilung	division	разделение
grober	adj	grob	coarse	грубый
Federlesens	n	das Federlesenm	fuss	суета
Vielfach	adv	vielfach	often	часто
größter	adj	groß	greatest	самый большой
beanspruchten	v	beanspruchen	claimed	требовали
wachsenden	adj	wachsend	growing	растущий
Verabschiedung	n	die Verabschiedung	farewell	прощание
Ackerlandes	n	das Ackerland	arable land	пахотная земля
Weiden	n	die Weide	pastures	пастбища
Weizen	n	der Weizen	wheat	пшеница
kümmerten	v	kümmern	cared	заботились
geltendem	adj	geltend	valid	действующий
Johannowitsch	name	Johannowitsch	Johannovich	Иванович
heranwachsenden	adj	heranwachsend	growing up	взрослеющий
eingeschränkt	adj	eingeschränkt	restricted	ограниченный
Orenburger	adj	Orenburger	Orenburg	оренбургский
erwarben	v	erwerben	acquired	приобрели
erbte	v	erben	inherited	унаследовал
jüngster	adj	jung	youngest	самый молодой
Töchterchen	n	das Töchterchen	little daughter	дочурка
umzuziehen	v	umziehen	move	переезжать
zuteilte	v	zuteilen	allotted	выделил
geringen	adj	gering	meager	скромный
Zusammenschluss	n	der Zusammenschluss	merger	объединение
verschlechtern	v	verschlechtern	deteriorate	ухудшаться
größerer	adj	groß	greater	большой
Vergünstigungen	n	die Vergünstigung	privileges	льготы
Sturheit	n	die Sturheit	stubbornness	упрямство
Assimilation	n	die Assimilation	assimilation	ассимиляция
Religion	n	die Religion	religion	религия
Ehen	n	die Ehe	marriages	браки
Heimatlichen	adj	heimatlich	native	родной
Glaubensbekenntnisses	n	das Glaubensbekenntnis	religious faith	вероисповедание
umzusiedeln	v	umsiedeln	relocate	переселять
umfangreichen	adj	umfangreich	extensive	обширный
versprachen	v	versprechen	promised	обещали
Vorherrschaft	n	die Vorherrschaft	dominance	господство
