Spartak	name	Spartak	Spartak (name)	Спартак
geringe	adj	gering	slight, small	незначительный
Gebühr	n	die Gebühr	fee, charge	сбор
Karpo	name	Karpo	Karpo (name)	Карпо
Valjucha	name	Valjucha	Valjucha (name)	Валюча
Oflijans	name	Oflijans	Oflijans (name)	Офлиянс
Boltjanskij	name	Boltjanskij	Boltjanskij (name)	Болтянский
Koschkina	name	Koschkina	Koschkina (name)	Кошкина
Grippe	n	die Grippe	flu, influenza	грипп
Cognac	n	der Cognac	cognac, brandy	коньяк
Gallenblase	n	die Gallenblase	gallbladder	желчный пузырь
Erntearbeiten	n	die Erntearbeiten	harvest work	уборочные работы
Dienste	n	die Dienste	services	услуги
Einladungen	n	die Einladungen	invitations	приглашения
Arsamas	name	Arsamas	Arsamas (place)	Арзамас
Arsama	name	Arsama	Arsama (place)	Арзама
Gleichgewicht	n	das Gleichgewicht	balance, equilibrium	равновесие
Manager	n	der Manager	manager	менеджер
Trolleybus	n	der Trolleybus	trolleybus	троллейбус
Hauptverkehrszeit	n	die Hauptverkehrszeit	peak hours	час пик
Fakultätsrats	n	der Fakultätsrats	faculty council	факультетский совет
Tscherkaschin	name	Tscherkaschin	Tscherkaschin (name)	Черкашин
gescholten	v	schelten	scolded, rebuked	бранил
Fahnen	n	die Fahnen	flags, banners	флаги
Transparente	n	die Transparente	banners, placards	плакаты
verweisen	v	verweisen	dismiss, ban	прогнать
hinabzusteigen	v	hinabsteigen	descend, go down	спуститься
Nasarowsker	name	Nasarowsker	Nasarowsker (name)	Назаровский
Stundenplan	n	der Stundenplan	timetable, schedule	расписание
Personalausstattung	n	die Personalausstattung	staffing	укомплектованность персоналом
Arbeitsdisziplin	n	die Arbeitsdisziplin	work discipline	трудовая дисциплина
Dekanats	n	das Dekanats	dean's office	деканата
unhöfliches	adj	unhöflich	impolite, rude	невежливый
frustrierend	adj	frustrierend	frustrating	разочаровывающий
kontrollierten	v	kontrollieren	controlled	контролировать
BAM	n	die BAM	BAM (railway)	БАМ
Fernsehbildschirm	n	der Fernsehbildschirm	TV screen	телевизионный экран
wachsende	adj	wachsend	growing, increasing	растущий
stärkere	adj	stark	stronger	более сильный
Pjerwouralsk	name	Pjerwouralsk	Pervouralsk (place)	Первоуральск
Arboretum	n	das Arboretum	arboretum	дендрарий
Volksgarde	n	die Volksgarde	people's militia	народная гвардия
ordentliche	adj	ordentlich	proper, orderly	надлежащий
Gotische	adj	gotisch	Gothic	готический
Türmen	v	türmen	tower, rise up	возвышаться
altehrwürdige	adj	altehrwürdig	venerable, ancient	достопочтенный
Dom	n	der Dom	cathedral	собор
Marienkirche	n	die Marienkirche	Church of Mary	церковь Святой Марии
Stadttore	n	die Stadttore	city gates	городские ворота
Burgtor	n	das Burgtor	castle gate	замковые ворота
Holstentor	n	das Holstentor	Holsten Gate	Хольстентор
Trave	name	Trave	Trave (river)	Траве
Lübecker	n	der Lübecker	Lübeck resident	любеканин
Nebels	name	Nebels	Nebels (name)	Небелс
kunterbunte	adj	kunterbunt	colorful, motley	пёстрый
ausgeschlafen	adj	ausgeschlafen	well-rested	хорошо отдохнувший
verfroren	adj	verfroren	frost-bitten, chilled	озябший
Körbe	n	die Körbe	baskets	корзины
wohlhabend	adj	wohlhabend	wealthy, prosperous	состоятельный
Siebenjährigen	adj	siebenjährig	seven-year-old	семилетний
Mächte	n	die Mächte	powers	державы
ableiten	v	ableiten	derive, divert	вывести
Gefilden	n	die Gefilden	fields, regions	края
Besitzern	n	die Besitzern	owners	владельцы
Ackerböden	n	die Ackerböden	arable soil	пахотные земли
Pfennige	n	die Pfennige	pennies	пфенниги
achtköpfige	adj	achtköpfig	eight-member	восьмичленный
angestammten	adj	angestammt	ancestral	родовой
Anwerbern	n	die Anwerbern	recruiters	вербовщики
aufzumachen	v	aufmachen	open up	открыть
abreisenden	v	abreisen	departing	уезжающие
Vorfahr	n	der Vorfahr	ancestor	предок
südwestlichen	adj	südwestlich	southwestern	юго-западный
dreiunddreißigjährige	adj	dreiunddreißigjährig	thirty-three-year-old	тридцатитрёхлетний
gebürtige	adj	gebürtig	native, born	уроженец
Drucker	n	der Drucker	printer	печатник
gesehene	adj	gesehen	seen	виденный
Drucken	n	das Drucken	printing	печатание
netter	adj	nett	nice, neat	хороший
entfalteten	v	entfalten	unfolded, developed	развернул
Männerhände	n	die Männerhände	men's hands	мужские руки
ablegenden	v	ablegen	putting off, depositing	снимал
wehmütigem	adj	wehmütig	melancholy, wistful	грустный
