beschwerten	verb	beschweren	complained	жаловались
direktoren	noun	der Direktor	directors	директоры
sexualverbrechen	noun	das Sexualverbrechen	sexual crime	сексуальное преступление
lehrerkarriere	noun	die Lehrerkarriere	teacher career	карьера учителя
baufabrik	noun	die Baufabrik	construction factory	строительный завод
snabzhenets	noun	der Snabzhenets	supplier	поставщик
versorgungsbeauftragter	noun	der Versorgungsbeauftragte	supply officer	ответственный за снабжение
ersatzteile	noun	das Ersatzteil	spare parts	запасные части
lieferanten	noun	der Lieferant	suppliers	поставщики
besuchen	verb	besuchen	visit	посещать
bleche	noun	das Blech	sheet metal	листовой металл
einzutreiben	verb	eintreiben	collect	взимать
taschkent	name	Taschkent	Tashkent	Ташкент
herumlagen	verb	herumliegen	lay around	лежали вокруг
gewöhnlichen	adj	gewöhnlich	ordinary	обычный
anstrengender	adj	anstrengend	more exhausting	более утомительный
eintöniger	adj	eintönig	more monotonous	более монотонный
dienstreisekostenpapiere	noun	das Dienstreisekostenpapier	travel expense documents	документы служебных командировок
zugtickets	noun	das Zugticket	train tickets	билеты на поезд
schmutzig	adj	schmutzig	dirty	грязный
eiskalten	adj	eiskalt	ice-cold	ледяной
bergarbeiterstadt	noun	die Bergarbeiterstadt	mining town	город шахтёров
verfallene	adj	verfallen	dilapidated	разрушенный
unterschlupf	noun	der Unterschlupf	shelter	убежище
rohen	adj	roh	raw	сырой
brettern	noun	das Bretter	boards	доски
wärmte	verb	wärmen	warmed	согревала
bushaltestelle	noun	die Bushaltestelle	bus stop	остановка автобуса
wintermantel	noun	der Wintermantel	winter coat	зимнее пальто
bommeln	noun	der Bommel	pompoms	помпоны
lehrers	noun	der Lehrer	teacher's	учителя
onkels	noun	der Onkel	uncle's	дядя
kaugummi	noun	das Kaugummi	chewing gum	жевательная резинка
ausland	noun	das Ausland	foreign country	иностранные государства
erfüllung	noun	die Erfüllung	fulfillment	исполнение
verweigerte	verb	verweigern	refused	отказывала
versagen	verb	versagen	fail	давать сбой
gedärmen	noun	das Gedärm	intestines	кишки
zusammenschlugen	verb	zusammenschlagen	beat up	вместе избили
zustieß	verb	zustoßen	pushed	толкнула
zärtlichkeit	noun	die Zärtlichkeit	tenderness	нежность
jelenas	noun	die Jelena	Jelena (name)	Елена
nahegelegenen	adj	nahegelegen	nearby	расположенный рядом
gruschewka	name	Gruschewka	Grushenka (place)	Грушенька
verhörte	verb	verhören	interrogated	допрашивали
alibi	noun	das Alibi	alibi	алиби
aussagte	verb	aussagen	testified	свидетельствовал
respektablen	adj	respektabel	respectable	почтенный
eindruck	noun	der Eindruck	impression	впечатление
aleksandr	name	Aleksandr	Alexander	Александр
vorstrafe	noun	die Vorstrafe	prior conviction	предыдущая судимость
verbüßt	verb	verbüßen	served	отбыл
verhörten	verb	verhören	interrogated	допрашивали
fensterlosen	adj	fensterlos	windowless	без окон
ineinander	adv	ineinander	into each other	друг в друга
übergingen	verb	übergehen	bypassed	обошли
drohten	verb	drohen	threatened	грозили
zar	noun	der Zar	tsar	царь
nikolaus	name	Nikolaus	Nicholas	Николай
klarem	adj	klar	clear	ясный
gezwungen	verb	zwingen	forced	принудили
mädchens	noun	das Mädchen	girl's	девочка
parteiorganisation	noun	die Parteiorganisation	party organization	партийная организация
forderung	noun	die Forderung	demand	требование
gefängnisses	noun	das Gefängnis	prison's	тюрьма
leichnam	noun	der Leichnam	corpse	труп
verscharrt	verb	verscharren	buried	закопали
bestehenden	adj	bestehend	existing	существующий
posthum	adj	posthum	posthumous	посмертный
mitteilung	noun	die Mitteilung	announcement	сообщение
handwerk	noun	das Handwerk	craft	ремесло
künstlers	noun	der Künstler	artist's	художник
verfeinerte	verb	verfeinern	refined	улучшил
zuhause	adv	zuhause	at home	дома
anhielten	verb	anhalten	stopped	остановились
besserem	adj	besser	better	лучший
auffiel	verb	auffallen	stood out	бросалось в глаза
lehrerstimme	noun	die Lehrerstimme	teacher's voice	голос учителя
getreidefeldern	noun	das Getreidefeld	grain fields	зерновые поля
flossen	verb	fließen	flowed	текли
zurücklassen	verb	zurücklassen	leave behind	оставить
gleiche	adj	gleich	same	одинаковый
begriffen	verb	begreifen	understood	понимали
maler	noun	der Maler	painter	художник
pinsel	noun	der Pinsel	brush	кисть
häuften	verb	häufen	accumulated	накапливались
rande	noun	der Rand	edge	край
dorfes	noun	das Dorf	village's	деревня
buslinie	noun	die Buslinie	bus line	автобусная линия
lesopolossas	noun	die Lesopolossas	Lesopolossas	Лесополоса
gestartet	verb	starten	started	начал
major	name	Major	Major	Майор
bedachten	verb	bedacht	considered	продумали
tragischen	adj	tragisch	tragic	трагический
viktor	name	Viktor	Viktor	Виктор
kriminalist	noun	der Kriminalist	criminalist	криминалист
spurenleser	noun	der Spurenleser	tracker	специалист по отследованию
hervorkam	verb	hervorkommt	came forth	появилось
gigantisch	adj	gigantisch	gigantic	гигантский
staatsanwälte	noun	der Staatsanwalt	prosecutors	прокуроры
milizbeamten	noun	der Milizbeamte	police officers	милиционеры
geisteskrankheiten	noun	die Geisteskrankheit	mental illnesses	психические расстройства
alibis	noun	das Alibi	alibis	алиби
fünftausendachthundertfünfundvierzig	num	fünftausendachthundertfünfundvierzig	5845	пять тысяч восемьсот сорок пять
ständige	adj	ständig	constant	постоянный
beobachtung	noun	die Beobachtung	observation	наблюдение
rubel	noun	der Rubel	rubles	рубли
ausgegeben	verb	ausgeben	spent	потрачены
rekordbetrag	noun	der Rekordbetrag	record amount	рекордная сумма
polizistinnen	noun	die Polizistin	female police officers	полицейские женщины
köder	noun	der Köder	bait	приманка
vorortzügen	noun	der Vorortzug	suburban trains	пригородные поезда
abteilen	verb	abteilen	divide off	разделить
ansprechen	verb	ansprechen	address	обращаться
militärhubschrauber	noun	der Militärhubschrauber	military helicopter	военный вертолёт
blickten	verb	blicken	looked	смотрели
baumkronen	noun	die Baumkrone	tree crowns	кроны деревьев
entflohenen	adj	entflohen	escaped	бежавший
sträfling	noun	der Sträfling	convict	заключённый
bürgerwehren	noun	die Bürgerwehr	citizen patrols	народные дружины
patrouillenmänner	noun	der Patrouillemann	patrol men	патрульные
stockt	verb	stocken	stalls	застопоривается
armbinde	noun	die Armbinde	armband	повязка на рукаве
innerlich	adv	innerlich	inwardly	внутренне
herumzeigte	verb	herumzeigen	showed around	показывал вокруг
milizionären	noun	der Milizionär	militia members	ополченцы
milizgebäudes	noun	das Milizgebäude	militia building	здание милиции
landkarten	noun	die Landkarte	maps	карты
fundorte	noun	der Fundort	discovery sites	места находок
hinzukamen	verb	hinzukommen	were added	добавились
hineingefressen	verb	hineinfresse	eaten into	вгрызли
begleiteten	verb	begleiten	accompanied	сопровождали
mitarbeiter	noun	der Mitarbeiter	employees	сотрудники
geheimsache	noun	die Geheimsache	secret matter	секретное дело
gäbe	verb	geben	would give	дал бы
unklaren	adj	unklar	unclear	неясный
zivilpolizist	noun	der Zivilpolizist	plainclothes officer	полицейский в штатском
körperhaltung	noun	die Körperhaltung	posture	осанка
reisenden	noun	der Reisende	traveler	путешественник
küchenmesser	noun	das Küchenmesser	kitchen knife	кухонный нож
spermaspuren	noun	die Spermaspuren	sperm traces	следы спермы
irrtum	noun	der Irrtum	error	ошибка
diebstahl	noun	der Diebstahl	theft	кража
staatlichem	adj	staatlich	state	государственный
eigentum	noun	das Eigentum	property	собственность
linoleum	noun	das Linoleum	linoleum	линолеум
kram	noun	der Kram	junk	хлам
mitgehen	verb	mitgehen	go along	идти вместе
intakter	adj	intakt	intact	неповреждённый
körperflüssigkeiten	noun	die Körperflüssigkeit	body fluids	телесные жидкости
non-secretors	noun	der Non-Secretor	non-secretors	non-secretors
blutgruppen-eiweiße	noun	das Blutgruppen-Eiweiß	blood group antigens	антигены групп крови
sekrete	noun	das Sekret	secretions	секреции
absondern	verb	absondern	secrete	выделять
laboren	noun	das Labor	labs	лаборатории
entweder	conj	entweder	either	или
ausgezehrter	adj	ausgezehrt	emaciated	истощённый
starren	verb	starren	stare	смотрел пристально
grundlegendste	adj	grundlegend	most fundamental	самый фундаментальный
weiterzumachen	verb	weitermachen	continue	продолжать
härter	adj	hart	harder	более твёрдый
entschlossener	adj	entschlossen	more determined	более решительный
fünfundzwanzigstes	num	fünfundzwanzig	twenty-fifth	двадцать пятый
bekanntes	adj	bekannt	known	известный
korostik	name	Korostik	Korostik	Коростик
donlesschos	name	Donlesschos	Donlesschos	Донлесщос
regionalzug	noun	der Regionalzug	regional train	региональный поезд
milizoffizier	noun	der Milizoffizier	militia officer	офицер милиции
mantels	noun	der Mantel	coat's	пальто
gekniet	verb	knien	knelt	встали на колени
ohrläppchen	noun	das Ohrläppchen	earlobe	мочка уха
klebte	verb	kleben	stuck	прилипла
winziger	adj	winzig	tiny	крошечный
pumpenbrunnen	noun	der Pumpenbrunnen	pump well	скважина с насосом
selbstverständlichkeit	noun	die Selbstverständlichkeit	obviousness	само собой разумеющееся
festzuhalten	verb	festhalten	hold fast	держать крепко
korostiks	noun	der Korostik	Korostiks	Коростики
rybakows	noun	der Rybakow	Rybakovs	Рыбаковы
schwarzem	adj	schwarz	black	чёрный
beobachten	verb	beobachten	observe	наблюдать
kaufhalle	noun	die Kaufhalle	department store	универсам
längste	adj	lang	longest	самый длинный
burakows	noun	der Burakow	Burakows	Бураковы
freizulassen	verb	freilassen	release	освободить
parteimitgliedschaft	noun	die Parteimitgliedschaft	party membership	членство в партии
abschlüssen	noun	der Abschluss	degrees	дипломы
ehrlichen	adj	ehrlich	honest	честный
wiegte	verb	wiegen	weighed	взвесила
beichte	noun	die Beichte	confession	исповедь
neunten	adj	neunte	ninth	девятый
ausnahmeerscheinung	noun	die Ausnahmeerscheinung	exceptional phenomenon	исключительное явление
sexuell	adj	sexuell	sexual	сексуальный
tarnen	verb	tarnen	disguise	маскировать
fünfundachtzig	num	fünfundachtzig	eighty-five	восемьдесят пять
profils	noun	das Profil	profiles	профили
übereinstimmten	verb	übereinstimmen	agreed	совпадали
zehnten	adj	zehnte	tenth	десятый
vernehmungsraum	noun	der Vernehmungsraum	interrogation room	комната допроса
hochschob	verb	hochschieben	pushed up	поднял
bohren	verb	bohren	drill	сверлить
impotenz	noun	die Impotenz	impotence	импотенция
verwandelte	verb	verwandeln	transformed	превратила
zucken	verb	zucken	twitch	вздрагивал
hervortraten	verb	hervortreten	protruded	выступали
hemdes	noun	das Hemd	shirt's	рубашка
fleckten	verb	flecken	stained	пятнали
gekauert	verb	kauern	crouched	приседела
bestiegen	verb	besteigen	boarded	поднялись
zusammengebrochen	verb	zusammenbrechen	collapsed	разрушилось
regalen	noun	das Regal	shelves	полки
privatisierung	noun	die Privatisierung	privatization	приватизация
inflation	noun	die Inflation	inflation	инфляция
sowjetprodukt	noun	das Sowjetprodukt	Soviet product	советский товар
eisenstäben	noun	der Eisenstab	iron bars	железные прутья
zoo	noun	der Zoo	zoo	зоопарк
bereit	adj	bereit	ready	готовый
wehrlos	adj	wehrlos	defenseless	беззащитный
schäbiges	adj	schäbig	shabby	жалкий
herein	adv	herein	in here	сюда
verschloss	verb	verschließen	closed	закрыл
gittertür	noun	die Gittertür	barred door	решётчатая дверь
reglos	adj	reglos	motionless	неподвижный
verhielt	verb	verhalten	behaved	держала себя
bizarr	adj	bizarr	bizarre	странный
geschlecht	noun	das Geschlecht	sex	пол
homosexueller	noun	der Homosexuelle	homosexual	гомосексуалист
gebe	verb	geben	give	давать
heiseres	adj	heiser	hoarse	хриплый
begutachtung	noun	die Begutachtung	assessment	оценка
zurechnungsfähig	adj	zurechnungsfähig	responsible	вменяемый
ljudmila	name	Ljudmila	Lyudmila	Людмила
alexejewa	name	Alexejewa	Alexeyeva	Алексеева
geburtstagen	noun	der Geburtstag	birthdays	дни рождения
getanzt	verb	tanzen	danced	танцевали
lippenstiftstreifen	noun	der Lippenstiftstreifen	lipstick smears	следы помады
aufgetragen	verb	auftragen	applied	нанесла
schweres	adj	schwer	heavy	тяжёлый
metallstück	noun	das Metallstück	metal piece	кусок металла
manteltasche	noun	die Manteltasche	coat pocket	карман пальто
schraubenschlüssel	noun	der Schraubenschlüssel	wrench	гаечный ключ
absurdes	adj	absurd	absurd	абсурдный
eisenstäbe	noun	der Eisenstab	iron bars	железные прутья
duckte	verb	ducken	ducked	пригнулась
wachmänner	noun	der Wachmann	guards	охранники
stürmten	verb	stürmen	stormed	ворвались
festzunehmen	verb	festnehmen	arrest	арестовать
schirmten	verb	schirmen	shielded	защищали
bestrafen	verb	bestrafen	punish	наказывать
zweiundfünfzig	num	zweiundfünfzig	fifty-two	пятьдесят два
nachgewiesen	verb	nachweisen	proved	доказано
valentinstag	noun	der Valentinstag	Valentine's day	день святого Валентина
schallgedämmten	adj	schallgedämmt	soundproofed	звукоизолирующий
mündung	noun	die Mündung	mouth, muzzle	устье, дуло
begrub	verb	begraben	buried	похоронила
gefängnisfriedhof	noun	der Gefängnisfriedhof	prison cemetery	тюремное кладбище
gewaltige	adj	gewaltig	immense	огромный
industrieanlagen	noun	die Industrieanlage	industrial plants	промышленные объекты
kohlegruben	noun	die Kohlegruben	coal mines	угольные шахты
chemiewerke	noun	das Chemiewerk	chemical plants	химические заводы
wolgodonsk	name	Wolgodonsk	Volgodonsk	Волгодонск
riesiger	adj	riesig	huge	гигантский
kernkraftwerksneubau	noun	der Kernkraftwerksneubau	nuclear plant construction	строительство АЭС
bleiwerke	noun	das Bleiwerk	lead plants	свинцовые заводы
kupferverarbeitung	noun	die Kupferverarbeitung	copper processing	медеобработка
lackfabriken	noun	die Lackfabrik	varnish factories	лакокрасочные заводы
probleme	noun	das Problem	problems	проблемы
namenlosen	adj	namenlos	unnamed	безымянный
arten	noun	die Art	species	виды
produkte	noun	das Produkt	products	продукты
himmels	noun	der Himmel	sky's	небо
schornsteine	noun	der Schornstein	chimneys	трубы
zufriert	verb	zufrieren	freezes over	замерзает
jurjewitsch	name	Jurjewitsch	Yurievich	Юрьевич
industriestadt	noun	die Industriestadt	industrial city	промышленный город
wagonbau	noun	der Wagonbau	wagon construction	вагоностроение
maschinenbau	noun	der Maschinenbau	mechanical engineering	машиностроение
rohrleitungen	noun	die Rohrleitung	pipelines	трубопроводы
chersonskaja-straße	name	Chersonskaja-straße	Chersonskaya Street	улица Херсонская
kupferschmelzen	noun	die Kupferschmelze	copper smelting	медеплавление
kupferelektrolysewerke	noun	das Kupferelektrolysewerk	copper electrolysis plants	медеэлектролизные заводы
stellenweise	adv	stellenweise	in places	местами
vierzehnfache	adj	vierzehnfach	fourteenfold	в четырнадцать раз
erlaubten	verb	erlauben	allowed	позволили
bleiwerte	noun	der Blewert	lead values	показатели свинца
fensterbrettern	noun	das Fensterbrett	window sills	оконные рамы
absetzte	verb	absetzen	dropped	опустила
sandkästen	noun	der Sandkasten	sandboxes	песочницы
gestreichelt	verb	streicheln	petted	гладила
hochgestiegen	verb	hochsteigen	climbed up	поднялась
schwang	verb	schwingen	swung	раскачивалась
schaukelbank	noun	die Schaukelbank	rocking bench	качающаяся скамья
zurückgeschwungen	verb	zurückschwingen	swung back	раскачивалась назад
schädelverletzung	noun	die Schädelverletzung	head injury	травма черепа
zurückhalten	verb	zurückhalten	restrain	удержать
kleidern	noun	das Kleid	clothes	платья
operiert	verb	operieren	operated	оперировали
erholte	verb	erholen	recovered	восстановилась
äußerlich	adv	äußerlich	outwardly	снаружи
stotterte	verb	stottern	stuttered	заикалась
lernschwächen	noun	die Lernschwäche	learning difficulties	трудности в обучении
feindseliger	adj	feindselig	more hostile	более враждебный
gereizter	adj	gereizt	more irritable	более раздражительный
kleinste	adj	klein	smallest	самый маленький
kränkungen	noun	die Kränkung	insults	оскорбления
überschießender	adj	überschießend	excessive	чрезмерный
marmelade	noun	die Marmelade	jam	варенье
vorlas	verb	vorlesen	read aloud	читала
schenkte	verb	schenken	gave	дарила
schachspiel	noun	das Schachspiel	chess	шахматы
