magerte	adj	mager	thin	худой
entband	v	entbinden	untied	развязал
Lagerverwalter	n	der Lagerverwalter	warehouse manager	заведующий складом
Umstellung	n	die Umstellung	conversion	переход
Transports	n	der Transport	transport	транспорт
Zwecke	n	der Zweck	purpose	цель
Vorräte	n	der Vorrat	supplies	запасы
antanzen	v	antanzen	come dancing	прискакать
Betriebsstoff	n	der Betriebsstoff	fuel	топливо
Bahnschwellen	n	die Bahnschwelle	railroad ties	шпалы
Holzeinschlagsrevieren	n	das Holzeinschlagsrevier	timber district	лесной участок
Knotenpunkte	n	der Knotenpunkt	junction	узел
liegengeblieben	v	liegenbleiben	left behind	оставался позади
Holzschläge	n	der Holzschlag	timber area	лесный участок
abzuholzen	v	abholzen	clear-cut	вырубить
Zerlegung	n	die Zerlegung	decomposition	разложение
Hauptabschnitten	n	der Hauptabschnitt	main section	главный раздел
Außenbilanz	n	die Außenbilanz	external balance	внешний баланс
Folgemonats	n	der Folgemonat	following month	следующий месяц
Stoßarbeit	n	die Stoßarbeit	intensive work	интенсивная работа
Kehrseite	n	die Kehrseite	reverse side	обратная сторона
herauszuquetschen	v	herauszuquetschen	squeeze out	выжать
hohem	adj	hoch	high	высокий
verankerte	v	verankern	anchored	закреплён
Geheimrat	n	der Geheimrat	privy councillor	тайный советник
ausgeglichen	adj	ausgeglichen	balanced	уравновешенный
Tändeleien	n	die Tändelei	dalliance	кокетство
Handlungsweisen	n	die Handlungsweise	conduct	поведение
Sommertag	n	der Sommertag	summer day	летний день
Sonderwaggon	n	der Sonderwaggon	special car	специальный вагон
Briagdier	n	der Brigadier	brigadier	бригадир
einsetzen	v	einsetzen	deploy	применить
herausbringen	v	herausbringen	bring out	выпустить
verspricht	v	versprechen	promise	обещать
Arbeitsrekorde	n	der Arbeitsrekord	work record	трудовой рекорд
erbringen	v	erbringen	achieve	достичь
qualifizierten	adj	qualifiziert	qualified	квалифицированный
raffinierter	adj	raffiniert	refined	изощренный
Fluchtversuche	n	der Fluchtversuch	escape attempt	попытка побега
Militärarzt	n	der Militärarzt	military doctor	военный врач
beschädigte	v	beschädigen	damaged	повредил
Filter	n	der Filter	filter	фильтр
bevorrateten	v	bevorraten	stored	запасал
schoben	v	schieben	pushed	толкал
Schwimmflößen	n	das Schwimmfloß	swimming raft	плывущий плот
mitrutschend	v	mitrutschen	slipping along	скользя вместе
Territoriums	n	das Territorium	territory	территория
Unvorhergesehenes	n	das Unvorhergesehene	unforeseen	непредвиденное
ungleichmäßigen	adj	ungleichmäßig	uneven	неравномерный
davongetragen	v	davontragen	carried away	унёс
auseinanderzudriften	v	auseinanderdriften	drift apart	расходиться
Gummibeutel	n	der Gummibeutel	rubber bag	резиновый мешок
Jagdhütten	n	die Jagdhütte	hunting lodge	охотничий домик
Fahndern	n	der Fahnder	searcher	следователь
Durchfall	n	der Durchfall	diarrhea	диарея
heilende	adj	heilend	healing	целебный
Kräuter	n	das Kraut	herb	трава
nächstgelegene	adj	nächstgelegen	nearest	ближайший
aufzusetzen	v	aufsetzen	put on	надеть
ausgekommen	v	auskommen	managed	прожить
Hinaufwälzen	n	das Hinaufwälzen	rolling up	катание вверх
Holzklötzen	n	der Holzklotz	wooden block	деревянный брусок
Längsstück	n	das Längsstück	lengthwise piece	продольный кусок
genügte	v	genügen	sufficed	было достаточно
angespitzte	adj	angespitzt	sharpened	заточенный
Klötze	n	der Klotz	block	брусок
herauszuziehen	v	herausziehen	pull out	вытащить
Brigadier	n	der Brigadier	brigadier	бригадир
Unterstand	n	der Unterstand	dugout	убежище
Vorrat	n	der Vorrat	supply	запас
lebhafte	adj	lebhaft	lively	живой
eingeschaltet	v	einschalten	switched on	включил
