höflichkeit	noun	die Höflichkeit	politeness	вежливость
forschungsarbeit	noun	die Forschungsarbeit	research work	научная работа
medikaments	noun	das Medikament	(of) medicine	лекарства
vertretbare	adj	vertretbar	defensible	оправданный
unterschieben	verb	unterschieben	attribute falsely	подложить
kompott	noun	das Kompott	compote	компот
mitbrachte	verb	mitbringen	brought along	принесла
aufenthalts	noun	der Aufenthalt	stay, sojourn	пребывание
forschungsakte	noun	die Forschungsakte	research file	исследовательское дело
frühstücksmenü	noun	das Frühstücksmenü	breakfast menu	меню завтрака
bettrand	noun	der Bettrand	bed edge	край кровати
hölzernen	adj	hölzern	wooden	деревянный
spielzeug	noun	das Spielzeug	toy	игрушка
szenen	noun	die Szene	scenes	сцены
grünem	adj	grün	green	зелёный
interesse	noun	das Interesse	interest	интерес
kreises	noun	der Kreis	(of) circle	круга
vornehm	adj	vornehm	distinguished	благородный
vertretbar	adj	vertretbar	defensible	оправданный
aufsetzte	verb	aufsetzen	put on	надел
verlauf	noun	der Verlauf	course, progress	ход
beigemischt	verb	beimischen	mixed in	примешал
erfuhren	verb	erfahren	learned	узнали
anwesenden	adj	anwesend	present	присутствующие
innere	adj	inner	inner	внутренний
anzeichen	noun	das Anzeichen	sign	признак
stimmungen	noun	die Stimmung	moods	настроения
erfahrungen	noun	die Erfahrung	experiences	опыт
begleiten	verb	begleiten	accompany	сопровождать
hotelzimmer	noun	das Hotelzimmer	hotel room	гостиничный номер
darstellungen	noun	die Darstellung	representations	изображения
unfreiwillige	adj	unfreiwillig	involuntary	невольный
gabe	noun	die Gabe	gift, talent	дар
vermutet	verb	vermuten	suspected	предположил
gegenberichte	noun	der Gegenbericht	counter-report	противоотчёт
eindeutige	adj	eindeutig	unambiguous	однозначный
akzeptieren	verb	akzeptieren	accept	принять
belegen	verb	belegen	document, occupy	подтвердить
selbstmord	noun	der Selbstmord	suicide	самоубийство
unzurechnungsfähigen	adj	unzurechnungsfähig	irresponsible	невменяемый
psychoaktive	adj	psychoaktiv	psychoactive	психоактивный
zugestimmt	verb	zustimmen	agreed	согласился
klären	verb	klären	clarify	уточнить
olsons	name	Olson	Olson	Олсон
frederick	name	Frederick	Frederick	Фредерик
maryland	name	Maryland	Maryland	Мэриленд
fühle	verb	fühlen	feel	чувствую
widersprüchliche	adj	widersprüchlich	contradictory	противоречивый
zahlungen	noun	die Zahlung	payments	платежи
wackeln	verb	wackeln	wobble	шататься
taucht	verb	tauchen	emerges, dives	появляется
zugänglich	adj	zugänglich	accessible	доступный
hineinkippt	verb	hineinkippen	tip in	опрокидывает
schlange	noun	die Schlange	snake, queue	очередь
werfen	verb	werfen	throw	бросать
ankommen	verb	ankommen	arrive	прибывать
beimischen	verb	beimischen	mix in	примешивать
anwesende	adj	anwesend	present	присутствующий
darstellung	noun	die Darstellung	representation	изображение
psychoaktiv	adj	psychoaktiv	psychoactive	психоактивный
widersprüchlich	adj	widersprüchlich	contradictory	противоречивый
soweit	adv	soweit	as far as	поскольку
zuließen	verb	zulassen	allowed	позволяли
schreibtischen	noun	der Schreibtisch	desks	письменные столы
kaffeemaschinen	noun	die Kaffeemaschine	coffee makers	кофемашины
interner	adj	intern	internal	внутренний
generalinspekteurs	noun	der Generalinspekteur	inspector general	генеральный инспектор
überprüfen	verb	überprüfen	verify	проверить
anzügen	noun	der Anzug	suits	костюмы
bethesda	name	Bethesda	Bethesda	Бэтесда
latein	noun	das Latein	Latin	латынь
neutralen	adj	neutral	neutral	нейтральный
bürokratie	noun	die Bürokratie	bureaucracy	бюрократия
sorgfältigen	adj	sorgfältig	careful	тщательный
forschungslinien	noun	die Forschungslinie	research lines	исследовательские направления
einschließlich	adv	einschließlich	including	включая
behinderung	noun	die Behinderung	disability	инвалидность
unterstützung	noun	die Unterstützung	support	поддержка
verhören	verb	verhören	interrogate	допрашивать
schwächung	noun	die Schwächung	weakening	ослабление
verantwortlichkeiten	noun	die Verantwortlichkeit	responsibilities	ответственности
vorgänge	noun	der Vorgang	processes	процессы
vertreten	verb	vertreten	represent	представлять
hosentaschen	noun	die Hosentasche	trousers pockets	карманы брюк
anzugfarben	noun	die Anzugfarbe	suit colors	цвета костюма
geändert	verb	ändern	changed	изменил
vorgeschlagen	verb	vorschlagen	proposed	предложил
praktiken	noun	die Praktik	practices	практики
ruhigem	adj	ruhig	quiet, calm	спокойный
tonfall	noun	der Tonfall	tone of voice	тон голоса
beibehalten	verb	beibehalten	retain	сохранять
betreut	verb	betreuen	cared for	ухаживал
tante	noun	die Tante	aunt	тётя
geerbt	verb	erben	inherited	унаследовал
unbeeindruckt	adj	unbeeindruckt	unimpressed	безразличный
sommers	adv	sommers	in summer	летом
unterstrichen	verb	unterstreichen	underlined	подчеркнул
erfindet	verb	erfinden	invents	выдумывает
räusperte	verb	räuspern	cleared throat	прочистил горло
erfüllen	verb	erfüllen	fulfill	выполнить
generalinspekteur	noun	der Generalinspekteur	inspector general	генеральный инспектор
verantwortlichkeit	noun	die Verantwortlichkeit	responsibility	ответственность
praktik	noun	die Praktik	practice	практика
akzeptierte	verb	akzeptieren	accepted	принял
krallen	noun	die Kralle	claws	когти
holzboden	noun	der Holzboden	wooden floor	деревянный пол
treuen	verb	trauen	dared	посмел
beendet	verb	beenden	ended	завершил
schreibe	verb	schreiben	write	писать
umgelenkt	verb	umlenken	redirect	переправил
wünsche	noun	der Wunsch	wishes	желания
herausgenommen	verb	herausnehmen	taken out	вынимал
seitdem	adv	seitdem	since then	с тех пор
ambitionen	noun	die Ambition	ambitions	амбиции
einigermaßen	adv	einigermaßen	somewhat	в некоторой степени
hauptquartier	noun	das Hauptquartier	headquarters	штаб-квартира
demokratischen	adj	demokratisch	democratic	демократический
partei	noun	die Partei	party	партия
eingebrochen	verb	einbrechen	broke in	взломал
watergate-gebäudekomplex	name	Watergate-gebäudekomplex	Watergate complex	комплекс Уотергейт
größeres	adj	groß	larger	больший
vertrauens	noun	das Vertrauen	trust	доверие
einhielt	verb	einhalten	maintained	соблюдал
cia-zentrale	name	Cia-zentrale	CIA headquarters	штаб-квартира ЦРУ
langley	name	Langley	Langley	Лэнгли
zustande	adv	zustande	came about	произошло
stillem	adj	still	quiet	тихий
posten	noun	der Posten	post	пост
politische	adj	politisch	political	политический
vernichtung	noun	die Vernichtung	destruction	уничтожение
reduzieren	verb	reduzieren	reduce	снизить
gelautet	verb	läuten	rang	прозвучал
tabellen	noun	die Tabelle	tables	таблицы
beträge	noun	der Betrag	amounts	суммы
anfangsjahren	noun	das Anfangsjahr	early years	первые годы
gefühle	noun	das Gefühl	feelings	чувства
ordnet	verb	ordnen	arranged	организовал
schwersten	adj	schwer	heaviest	самый тяжёлый
augenblicken	noun	der Augenblick	moments	моменты
klarheit	noun	die Klarheit	clarity	ясность
donnerstagabend	noun	der Donnerstagabend	Thursday evening	четверг вечер
schaust	verb	schauen	look	смотришь
frühlingstulpen	noun	die Frühlingstulpe	spring tulips	весенние тюльпаны
verschwindenden	verb	verschwinden	vanishing	исчезающий
nirgends	adv	nirgends	nowhere	нигде
ehemaligen	adj	ehemals	former	бывший
zusammenhing	verb	zusammenhängen	hung together	связаны
dienen	verb	dienen	serve	служить
quittung	noun	die Quittung	receipt	квитанция
tulpe	noun	die Tulpe	tulip	тюльпан
rollten	verb	rollen	rolled	катили
zurücktrat	verb	zurücktreten	withdrew	отступил
gerald	name	Gerald	Gerald	Джеральд
vorsitzender	noun	der Vorsitzende	chairman	председатель
vizepräsident	noun	der Vizepräsident	vice president	вице-президент
tätig	adj	tätig	active	деятельный
vorsitzenden	noun	der Vorsitzende	chairman's	председателя
hagerer	adj	hager	gaunt	худой
schlagzeilen	noun	die Schlagzeile	headlines	заголовки
auffressen	verb	auffressen	devour	пожирать
erlaubt	verb	erlauben	allowed	разрешил
starr	adj	starr	rigid	неподвижный
zeitungsartikeln	noun	der Zeitungsartikel	newspaper articles	газетные статьи
behavior	name	Behavior	behavior	поведение
geheime	adj	geheim	secret	секретный
ausschließlich	adv	ausschließlich	exclusively	исключительно
programmen	noun	das Programm	programs	программы
erstmals	adv	erstmals	for first time	впервые
schälte	verb	schälen	peeled	очищал
richtige	adj	richtig	right	правильный
bedeute	verb	bedeuten	means	означает
halbem	adj	halb	half	половина
augenkontakt	noun	der Augenkontakt	eye contact	зрительный контакт
gefügt	verb	fügen	fitted	подогнал
wusstest	verb	wissen	knew	знал
vorladungen	noun	die Vorladung	summonses	повестки
sitzungen	noun	die Sitzung	sessions	заседания
deutlicher	adj	deutlich	clearer	яснее
archäologe	noun	der Archäologe	archaeologist	археолог
scherben	noun	die Scherbe	shards	черепки
beendete	verb	beenden	ended	завершил
untersucher	noun	der Untersucher	investigator	следователь
weiterkämen	verb	weiterkommen	get further	продвинулись
quellen	noun	die Quelle	sources	источники
kostüm	noun	das Kostüm	costume	костюм
studio	noun	das Studio	studio	студия
filmausschnitt	noun	der Filmausschnitt	film clip	кинофрагмент
bestanden	verb	bestehen	passed	сдали
spaziergänge	noun	der Spaziergang	walks	прогулки
wichtiges	adj	wichtig	important	важный
lautesten	adj	laut	loudest	самый громкий
hager	adj	hager	gaunt	худой
vorladung	noun	die Vorladung	summons	повестка
scherbe	noun	die Scherbe	shard	черепок
abgewischt	verb	abwischen	wiped off	вытер
schüssel	noun	die Schüssel	bowl	миска
hingestellt	verb	hinstellen	placed	поставил
schalteten	verb	schalten	switched	включили
tischen	noun	der Tisch	tables	столы
wassergläser	noun	das Wasserglas	water glasses	стаканы воды
öffentliches	adj	öffentlich	public	общественный
feierlicher	adj	feierlich	solemn	торжественный
gesundheit	noun	die Gesundheit	health	здоровье
vorbereiteten	verb	vorbereiten	prepared	подготовил
substances	name	Substances	substances	вещества
contractors	name	Contractors	contractors	подрядчики
kapiteln	noun	das Kapitel	chapters	главы
