by	abbr	by	by	by
officer	noun	der Officer	officer	офицер
us-navy	name	Us-navy	US Navy	ВМС США
gedient	verb	dienen	served	служил
kathy	name	Kathy	Kathy	Кэти
wäscheleine	noun	die Wäscheleine	clothesline	веревка для белья
serie	noun	die Serie	series	серия
golden	adj	golden	golden	золотой
fahrgast	noun	der Fahrgast	passenger	пассажир
eigentlichen	adj	eigentlich	actual/true	собственно
gaben	verb	geben	gave	давали
hornbrille	noun	die Hornbrille	horn-rimmed glasses	роговые очки
stine-mord	noun	der Stine-Mord	Stine murder	убийство Стайна
t-shirts	noun	das T-Shirt	t-shirts	футболки
stines	name	Stines	Stine's	Стайна
inspektor	noun	der Inspektor	inspector	инспектор
fliege	noun	die Fliege	bow tie, fly	галстук-бабочка
linien	noun	die Linie	lines	линии
mögliche	adj	möglich	possible	возможный
schubladen	noun	die Schublade	drawers	ящики
tipps	noun	der Tipp	tips	советы
komma	noun	das Komma	comma	запятая
zeichnen	verb	zeichnen	draw, sketch	рисовать
kriegen	verb	kriegen	get	получать
schulbus	noun	der Schulbus	school bus	школьный автобус
verdächtig	adj	verdächtig	suspicious	подозрительный
abteilung	noun	die Abteilung	department	отдел
wisse	verb	wissen	know	знал
hose	noun	die Hose	pants	брюки
kranker	noun	der Kranke	sick person	больной
sendung	noun	die Sendung	broadcast, package	передача
früheren	adj	früher	earlier	более ранний
schreit	verb	schreien	screams	кричит
gerichte	noun	das Gericht	courts, dishes	суды
anonymen	adj	anonym	anonymous	анонимный
riverside	name	Riverside	Riverside	Риверсайд
südkalifornien	name	Südkalifornien	Southern California	Южная Калифорния
artikeln	noun	der Artikel	articles	статьи
sound	abbr	sound	sound	звук
beifahrersitz	noun	der Beifahrersitz	passenger seat	место пассажира
jennifer	name	Jennifer	Jennifer	Дженнифер
rückspiegel	noun	der Rückspiegel	rearview mirror	зеркало заднего вида
rechtes	adj	recht	right	правый
irgendetwas	pron	irgendetwas	something	что-нибудь
feld	noun	das Feld	field	поле
pick-up	noun	der Pick-up	pickup truck	пикап
fahrzeug	noun	das Fahrzeug	vehicle	автомобиль
wohin	adv	wohin	where to	куда
voneinander	adv	voneinander	from each other	друг от друга
ähnlichen	adj	ähnlich	similar	похожий
blätterte	verb	blättern	flipped through	листал
inzwischen	adv	inzwischen	meanwhile	тем временем
maupin	name	Maupin	Maupin	Мопин
loslassen	verb	loslassen	let go	отпустить
marin	name	Marin	Marin	Марин
karikaturist	noun	der Karikaturist	cartoonist	карикатурист
zodiac-briefe	noun	der Zodiac-Brief	Zodiac letters	письма Зодиака
jr	abbr	jr	Jr	мл
sicheren	adj	sicher	safe, certain	безопасный
schwerer	adj	schwer	heavier	тяжелый
