Nina	name	Nina	Nina	Нина
Ernotschka	name	Ernotschka	Ernotschka	Ернотчка
Valerik	name	Valerik	Valerik	Валерик
Lalja	name	Lalja	Lalja	Ляля
Saratow	name	Saratow	Saratov	Саратов
Jenisseisk	name	Jenisseisk	Yeniseysk	Енисейск
Olga	name	Olga	Olga	Ольга
Krasnojarsk	name	Krasnojarsk	Krasnoyarsk	Красноярск
Kolonisten	n	der Kolonist	colonist	колонист
erinnere	v	erinnern	remember	помнить
Petja	name	Petja	Petya	Петя
Ninas	n	die Nina	Nina's	Нины
OLP	name	OLP	OLP	ОЛП
Allerdings	adv	allerdings	however	однако
Tambow	name	Tambow	Tambov	Тамбов
Natascha	name	Natascha	Natasha	Наташа
jedoch	adv	jedoch	however	однако
Wolga	name	die Wolga	Volga	Волга
Situation	n	die Situation	situation	ситуация
Romotschka	name	Romotschka	Romotschka	Ромотчка
Mathematik	n	die Mathematik	mathematics	математика
Baracke	n	die Baracke	barrack	барак
befanden	v	befinden	were located	находились
Lonja	name	die Lonja	Lonya	Лоня
Roma	name	Roma	Roma	Рома
wobei	adv	wobei	whereby	при этом
lediglich	adv	lediglich	merely	только
Turuchansk	name	Turuchansk	Turuhansk	Туруханск
Valera	name	Valera	Valera	Валера
Etappe	n	die Etappe	stage	этап
Pädagogischen	adj	pädagogisch	pedagogical	педагогический
Unterricht	n	der Unterricht	instruction	обучение
meines	pron	mein	my	мой
Freilich	adv	freilich	certainly	конечно
Umsiedler	n	der Umsiedler	resettler	переселенец
Buchhaltung	n	die Buchhaltung	accounting	бухгалтерия
zahlreiche	adj	zahlreich	numerous	многочисленный
Lagerzone	n	die Lagerzone	camp zone	зона лагеря
Haltung	n	die Haltung	posture	осанка
hauptsächlich	adv	hauptsächlich	mainly	главным образом
äußerst	adv	äußerst	extremely	крайне
ebenso	adv	ebenso	likewise	так же
allgemeinen	adj	allgemein	general	общий
Kolonien	n	die Kolonie	colonies	колонии
gefiel	v	gefallen	pleased	понравилось
aufgrund	prep	aufgrund	due to	из-за
mitunter	adv	mitunter	sometimes	иногда
Jakob	name	Jakob	Jacob	Яков
Olja	name	Olja	Olya	Оля
politischen	adj	politisch	political	политический
keinerlei	pron	keinerlei	no kind of	никакой
Fedotowna	name	Fedotowna	Fedotovna	Федотовна
untergebracht	v	unterbringen	housed	размещен
Kontor	n	das Kontor	office	контора
Jakowlewitsch	name	Jakowlewitsch	Yakovlevich	Яковлевич
Tätigkeit	n	die Tätigkeit	activity	деятельность
Iwanowitsch	name	Iwanowitsch	Ivanovich	Иванович
Lagerpunkt	n	der Lagerpunkt	camp point	лагерный пункт
unteren	adj	untere	lower	нижний
diejenigen	pron	derjenige	those	те
Kurs	n	der Kurs	course	курс
Golownaja	name	Golownaja	Golovnaya	Головная
