Todeskandidaten	n	der Todeskandidat	death candidate	кандидат смерти
Geschwüren	n	das Geschwür	ulcer	язва
nervlich	adj	nervlich	nervous	нервный
bedingten	v	bedingen	caused	вызвал
Blindarmentzündungen	n	die Blindarmentzündung	appendicitis	аппендицит
Erfrierungen	n	die Erfrierung	frostbite	обморожение
dazugelegt	v	dazulegen	added	добавил
Krankenhausküche	n	die Krankenhausküche	hospital kitchen	больничная кухня
Schläfrigkeit	n	die Schläfrigkeit	sleepiness	сонливость
abzuheilen	v	abheilen	to heal	заживать
Barackenwände	n	die Barackenewand	barracks wall	стена барака
verlaufenen	v	verlaufen	passed	прошел
ausgemergelten	adj	ausgemagert	emaciated	исхудалый
Mief	n	der Mief	stench	вонь
abgeheilt	v	abheilen	healed	зажил
erwacht	v	erwachen	awoke	пробудился
Kontingents	n	das Kontingent	contingent	контингент
herbeizutragen	v	herbeitragen	bring here	принести
abschüssigen	adj	abschüssig	sloping down	крутой спуск
herangeschleppt	v	heranzuschleppen	dragged here	притащил
abgeholzte	adj	abgeholzt	deforested	вырубленный
Staketenzauns	n	der Staketenzaun	picket fence	плетень
Eiszapfen	n	der Eiszapfen	icicle	сосулька
Stakets	n	das Staket	stake	кол
Wachturm	n	der Wachturm	watchtower	дозорная башня
Maschinenpistole	n	die Maschinenpistole	submachine gun	пулемет
Kesseln	v	kesseln	surround	окружить
Bottich	n	der Bottich	tub	чан
Tannennadel	n	die Tannennadel	fir needle	еловая хвоя
Sud	n	der Sud	decoction	отвар
Gemüses	n	das Gemüse	vegetable	овощ
Geschirrs	n	das Geschirr	dishes	посуда
hochbringen	v	hochbringen	bring up	поднять
auslassen	v	auslassen	leave out	пропустить
Eisloch	n	das Eisloch	ice hole	прорубь
Kniend	adv	kniend	kneeling	на коленях
schöpfe	v	schöpfen	scoop	черпать
schwappt	v	schwappen	splash	плескать
gehauenen	v	hauen	hewn	рубленый
meistere	v	meistern	master	овладеть
verschnaufen	v	verschnaufen	catch breath	передохнуть
beschwerlicher	adj	beschwerlich	difficult	затруднительный
nässt	v	nässen	wet	мочить
Biege	n	die Biege	curve	изгиб
krieche	v	kriechen	crawl	ползти
Strohschuhen	n	der Strohschuh	straw shoe	соломенная обувь
Willens	n	der Wille	will	воля
zwing	v	zwingen	force	заставить
auszugießen	v	ausgießen	pour out	вылить
ergießt	v	ergießen	pour	пролить
rinnt	v	rinnen	run	течь
begossenen	v	begießen	watered	политый
hinabstürzen	v	hinabstürzen	plunge down	упасть вниз
rutschen	v	rutschen	slide	скользить
