benzin	noun	das Benzin	petrol, gasoline	бензин
gerichtssaal	noun	der Gerichtssaal	courtroom	зал суда
betrat	verb	betreten	entered	вошёл
vergewaltigt	verb	vergewaltigen	raped	изнасилован
buckland	name	Buckland	Buckland (name)	Бакланд
viertel	noun	das Viertel	quarter	четверть
stepan	name	Stepan	Stepan (name)	Степан
mytischtschi	name	Mytischtschi	Mytichtchi (place)	Мытищи
ural	name	Ural	Ural (place)	Урал
nördlich	adj	nördlich	northern	северный
igor	name	Igor	Igor (name)	Игорь
stieß	verb	stoßen	pushed	толкнул
student	noun	der Student	student	студент
kolmogorowa	name	Kolmogorowa	Kolmogorova (name)	Колмогорова
trägt	verb	tragen	carries, wears	носит
passierte	verb	passieren	happened	произошло
stimmte	verb	stimmen	agreed	согласился
schlecht	adj	schlecht	bad	плохо
rucksäcke	noun	der Rucksack	backpacks	рюкзаки
hört	verb	hören	hears	слышит
gruppen	noun	die Gruppe	groups	группы
russisch	adj	russisch	Russian	русский
fahrt	noun	die Fahrt	journey, trip	поездка
verschwanden	verb	verschwinden	disappeared	исчезли
socken	noun	die Socke	socks	носки
holz	noun	das Holz	wood	дерево
eis	noun	das Eis	ice	лёд
kurzes	adj	kurz	short	короткий
zählte	verb	zählen	counted	считал
teddybär	noun	der Teddybär	teddy bear	плюшевый мишка
solle	verb	sollen	should	должен
zeigen	verb	zeigen	show	показать
auge	noun	das Auge	eye	глаз
grad	noun	der Grad	degree	градус
welche	pron	welche	which	какой
aufgabe	noun	die Aufgabe	task	задача
rutschte	verb	rutschen	slipped	скользнул
zweites	adj	zweiter	second	второй
derselbe	pron	derselbe	the same	тот же
trocken	adj	trocken	dry	сухой
halbe	adj	halb	half	половина
eintrag	noun	der Eintrag	entry	запись
beginnen	verb	beginnen	begin	начать
ließen	verb	lassen	let, allowed	позволили
rückweg	noun	der Rückweg	way back	обратный путь
nummer	noun	die Nummer	number	номер
witz	noun	der Witz	joke	шутка
metern	noun	der Meter	meters	метры
hängen	verb	hängen	hang	висеть
zeitpunkt	noun	der Zeitpunkt	point in time	момент времени
dies	pron	dies	this	это
schnitt	noun	der Schnitt	cut	срез
entdeckte	verb	entdecken	discovered	обнаружил
führten	verb	führen	led	привели
erkannte	verb	erkennen	recognized	узнал
sauber	adj	sauber	clean	чистый
suchenden	verb	suchen	searching	ищущий
gekommen	verb	kommen	come	пришёл
offizielle	adj	offiziell	official	официальный
streit	noun	der Streit	quarrel	ссора
geprüft	verb	prüfen	examined	проверил
waffe	noun	die Waffe	weapon	оружие
auftrag	noun	der Auftrag	order	приказ
veröffentlichte	verb	veröffentlichen	published	опубликовал
titel	noun	der Titel	title	название
gedacht	verb	denken	thought	думал
gelegen	verb	liegen	lain, located	лежал
gezogen	verb	ziehen	drawn, pulled	вытянул
gebaut	verb	bauen	built	построил
fehlten	verb	fehlen	were missing	отсутствовали
erstes	adj	erster	first	первый
vieles	pron	vieles	much	много
mehrmals	adv	mehrmals	several times	несколько раз
interviews	noun	das Interview	interviews	интервью
gegründet	verb	gründen	founded	основал
statt	prep	statt	instead of	вместо
fragten	verb	fragen	asked	спросили
